log_id,system_name,regulation,severity,event_type,timestamp,resolved
1411,System_4,CMMC,Low,Unauthorized Device,2025-02-16 07:05:35,Yes
1412,System_5,NIST,High,Policy Breach,2025-03-30 01:56:46,Yes
1413,System_2,NIST,Medium,Policy Breach,2025-04-29 15:39:41,No
1414,System_5,NIST,Medium,Unauthorized Device,2025-04-04 19:25:25,No
1415,System_3,NIST,Medium,Unauthorized Device,2025-03-30 00:10:49,No
1416,System_2,NIST,Low,Access Violation,2025-03-18 07:08:07,Yes
1417,System_2,NIST,Low,Login Failure,2025-03-17 20:42:39,No
1418,System_4,NIST,High,Login Failure,2025-02-10 02:34:11,No
1419,System_1,GDPR,Medium,Unauthorized Device,2025-03-05 12:50:45,No
1420,System_4,NIST,Low,Unauthorized Device,2025-02-04 05:04:56,Yes
1421,System_2,NIST,Medium,Data Leak,2025-04-26 17:50:52,Yes
1422,System_1,CMMC,Medium,Unauthorized Device,2025-05-14 16:41:53,No
1423,System_2,GDPR,Medium,Access Violation,2025-03-19 02:24:22,No
1424,System_1,GDPR,Medium,Login Failure,2025-02-23 21:43:22,No
1425,System_4,GDPR,Medium,Policy Breach,2025-02-10 17:06:59,No
1426,System_3,CMMC,Low,Policy Breach,2025-01-31 18:26:18,No
1427,System_1,NIST,Medium,Data Leak,2025-04-03 05:34:11,Yes
1428,System_5,GDPR,Low,Policy Breach,2025-05-02 17:40:06,No
1429,System_2,GDPR,High,Access Violation,2025-03-25 19:53:23,Yes
1430,System_4,GDPR,Medium,Policy Breach,2025-03-05 03:45:23,No
1431,System_1,NIST,Medium,Policy Breach,2025-04-07 11:40:54,Yes
1432,System_2,CMMC,Medium,Login Failure,2025-05-06 23:12:47,Yes
1433,System_5,CMMC,High,Data Leak,2025-05-18 07:34:55,Yes
1434,System_3,NIST,Medium,Policy Breach,2025-01-31 05:50:28,Yes
1435,System_2,CMMC,High,Unauthorized Device,2025-01-09 16:39:57,Yes
1436,System_3,CMMC,Low,Access Violation,2025-04-21 19:51:02,No
1437,System_2,GDPR,Low,Data Leak,2025-02-28 09:10:11,No
1438,System_1,GDPR,Medium,Data Leak,2025-03-22 16:48:32,Yes
1439,System_5,GDPR,Low,Access Violation,2025-05-17 16:43:20,Yes
1440,System_1,CMMC,Low,Access Violation,2025-03-26 17:45:30,Yes
1441,System_2,CMMC,Medium,Unauthorized Device,2025-04-09 18:04:51,Yes
1442,System_4,GDPR,Low,Data Leak,2025-05-01 11:02:41,Yes
1443,System_5,NIST,Low,Login Failure,2025-04-29 02:59:07,No
1444,System_1,CMMC,Low,Login Failure,2025-03-26 16:29:27,No
1445,System_1,GDPR,Low,Data Leak,2025-01-16 12:12:23,No
1446,System_1,GDPR,Low,Policy Breach,2025-03-04 09:53:16,Yes
1447,System_3,CMMC,Medium,Policy Breach,2025-04-23 00:16:39,No
1448,System_5,NIST,Medium,Access Violation,2025-04-02 04:34:21,Yes
1449,System_1,NIST,Medium,Login Failure,2025-03-31 19:05:14,No
1450,System_4,CMMC,Low,Unauthorized Device,2025-03-05 14:47:23,Yes
1451,System_2,NIST,Medium,Access Violation,2025-01-04 13:06:31,Yes
1452,System_1,CMMC,Medium,Unauthorized Device,2025-03-21 23:12:17,Yes
1453,System_1,CMMC,Low,Unauthorized Device,2025-03-20 08:30:45,No
1454,System_3,CMMC,Medium,Login Failure,2025-03-05 02:59:42,No
1455,System_1,NIST,High,Access Violation,2025-03-01 16:46:18,No
1456,System_5,CMMC,High,Data Leak,2025-02-25 16:48:39,Yes
1457,System_1,NIST,High,Access Violation,2025-02-15 13:22:06,Yes
1458,System_5,CMMC,High,Unauthorized Device,2025-01-30 06:47:56,Yes
1459,System_1,GDPR,Low,Data Leak,2025-01-28 14:31:02,Yes
1460,System_5,CMMC,Medium,Policy Breach,2025-04-14 22:57:12,No
1461,System_1,CMMC,High,Data Leak,2025-01-24 12:51:07,Yes
1462,System_3,NIST,Medium,Data Leak,2025-02-21 12:14:40,Yes
1463,System_3,NIST,Medium,Policy Breach,2025-05-11 07:41:58,Yes
1464,System_4,NIST,High,Policy Breach,2025-01-18 17:34:41,No
1465,System_3,NIST,Low,Policy Breach,2025-04-08 16:57:35,Yes
1466,System_1,GDPR,High,Unauthorized Device,2025-04-29 03:24:35,Yes
1467,System_2,NIST,Medium,Data Leak,2025-04-08 06:30:19,Yes
1468,System_1,GDPR,Medium,Data Leak,2025-03-10 14:34:57,No
1469,System_5,CMMC,Low,Policy Breach,2025-01-26 22:55:57,No
1470,System_2,NIST,Medium,Policy Breach,2025-05-18 04:15:19,No
1471,System_2,GDPR,Low,Access Violation,2025-05-10 20:48:15,No
1472,System_1,GDPR,Medium,Login Failure,2025-03-03 22:52:10,Yes
1473,System_5,GDPR,Medium,Data Leak,2025-01-08 15:49:13,No
1474,System_5,GDPR,Medium,Access Violation,2025-03-28 19:17:19,No
1475,System_3,GDPR,High,Policy Breach,2025-05-12 18:34:19,Yes
1476,System_5,GDPR,Low,Data Leak,2025-02-15 11:55:48,No
1477,System_1,NIST,Low,Access Violation,2025-05-20 21:39:53,Yes
1478,System_2,CMMC,Medium,Unauthorized Device,2025-04-22 15:30:48,Yes
1479,System_4,GDPR,Medium,Unauthorized Device,2025-03-02 03:53:12,Yes
1480,System_1,CMMC,Low,Policy Breach,2025-02-20 12:01:25,Yes
1481,System_3,NIST,Low,Unauthorized Device,2025-04-16 17:38:00,No
1482,System_5,GDPR,Low,Data Leak,2025-01-31 11:11:36,No
1483,System_1,GDPR,High,Login Failure,2025-04-09 05:25:39,No
1484,System_1,GDPR,Medium,Data Leak,2025-05-13 22:14:15,No
1485,System_4,NIST,Low,Unauthorized Device,2025-04-26 07:07:31,No
1486,System_1,GDPR,High,Policy Breach,2025-04-02 16:14:42,Yes
1487,System_2,CMMC,High,Unauthorized Device,2025-02-23 15:46:37,Yes
1488,System_5,GDPR,High,Login Failure,2025-03-14 09:38:43,No
1489,System_2,NIST,Medium,Data Leak,2025-01-15 23:52:12,No
1490,System_2,CMMC,Medium,Policy Breach,2025-02-03 22:14:50,No
1491,System_4,GDPR,Medium,Data Leak,2025-03-05 14:16:47,No
1492,System_2,CMMC,High,Data Leak,2025-02-27 23:14:42,Yes
1493,System_2,GDPR,Low,Access Violation,2025-03-25 08:10:00,No
1494,System_3,GDPR,High,Unauthorized Device,2025-02-15 19:53:38,No
1495,System_1,NIST,High,Policy Breach,2025-01-25 04:58:47,No
1496,System_1,GDPR,High,Unauthorized Device,2025-01-15 22:52:26,No
1497,System_4,GDPR,Medium,Access Violation,2025-02-12 17:47:12,No
1498,System_4,NIST,Low,Unauthorized Device,2025-01-05 14:25:14,No
1499,System_5,GDPR,Medium,Login Failure,2025-04-23 11:30:42,Yes
1500,System_2,NIST,Low,Data Leak,2025-02-06 21:03:49,No
1501,System_2,GDPR,Medium,Policy Breach,2025-03-07 10:17:44,No
1502,System_5,NIST,Low,Access Violation,2025-01-15 20:40:31,No
1503,System_5,CMMC,Low,Policy Breach,2025-02-18 20:20:18,No
1504,System_4,NIST,High,Login Failure,2025-05-21 12:39:22,No
1505,System_2,NIST,High,Data Leak,2025-04-12 09:33:43,No
1506,System_2,GDPR,Medium,Data Leak,2025-01-19 13:26:32,Yes
1507,System_2,GDPR,High,Policy Breach,2025-01-22 03:41:57,Yes
1508,System_3,NIST,Medium,Policy Breach,2025-02-15 14:26:15,Yes
1509,System_2,NIST,High,Data Leak,2025-01-10 14:48:37,No
1510,System_3,GDPR,Medium,Login Failure,2025-05-14 09:22:47,Yes
1511,System_4,CMMC,Low,Access Violation,2025-01-18 03:42:29,Yes
1512,System_4,CMMC,High,Unauthorized Device,2025-04-07 14:46:05,Yes
1513,System_4,GDPR,Low,Login Failure,2025-01-18 14:14:37,Yes
1514,System_5,GDPR,High,Login Failure,2025-01-16 04:18:19,No
1515,System_2,NIST,Medium,Unauthorized Device,2025-03-22 21:49:56,No
1516,System_4,NIST,Low,Unauthorized Device,2025-05-15 19:00:33,No
1517,System_5,NIST,High,Login Failure,2025-01-29 22:51:54,No
1518,System_5,CMMC,High,Access Violation,2025-03-28 15:48:59,Yes
1519,System_5,NIST,Low,Login Failure,2025-02-16 01:36:27,Yes
1520,System_1,NIST,Medium,Access Violation,2025-03-27 06:20:04,No
1521,System_2,NIST,Medium,Unauthorized Device,2025-04-27 17:58:36,Yes
1522,System_1,GDPR,Low,Access Violation,2025-04-11 13:57:28,Yes
1523,System_3,CMMC,Medium,Data Leak,2025-01-24 17:15:38,No
1524,System_1,CMMC,Medium,Access Violation,2025-01-03 22:01:14,No
1525,System_1,GDPR,Low,Data Leak,2025-03-05 08:30:34,Yes
1526,System_2,GDPR,Low,Policy Breach,2025-04-20 09:58:22,Yes
1527,System_1,NIST,High,Data Leak,2025-02-17 10:33:54,No
1528,System_4,NIST,High,Access Violation,2025-03-11 07:11:14,No
1529,System_2,CMMC,Low,Access Violation,2025-05-03 03:47:34,Yes
1530,System_4,GDPR,Low,Data Leak,2025-04-14 23:34:43,No
1531,System_5,GDPR,Medium,Data Leak,2025-05-11 20:39:55,No
1532,System_4,CMMC,High,Policy Breach,2025-01-03 22:34:23,No
1533,System_4,NIST,High,Unauthorized Device,2025-04-15 22:03:30,Yes
1534,System_5,NIST,Medium,Policy Breach,2025-04-11 13:59:13,No
1535,System_2,GDPR,Low,Login Failure,2025-05-22 22:53:34,Yes
1536,System_5,GDPR,High,Unauthorized Device,2025-05-20 20:54:46,Yes
1537,System_1,CMMC,Medium,Login Failure,2025-03-24 05:24:22,No
1538,System_3,CMMC,High,Unauthorized Device,2025-02-14 01:11:01,Yes
1539,System_1,GDPR,High,Policy Breach,2025-05-01 18:04:33,No
1540,System_3,CMMC,High,Unauthorized Device,2025-04-10 06:07:44,Yes
1541,System_5,GDPR,Low,Access Violation,2025-01-19 11:01:22,No
1542,System_5,NIST,Low,Unauthorized Device,2025-01-23 14:24:14,No
1543,System_5,NIST,Low,Policy Breach,2025-03-06 12:27:51,Yes
1544,System_3,GDPR,High,Login Failure,2025-04-11 15:40:37,No
1545,System_4,CMMC,Medium,Unauthorized Device,2025-05-02 19:00:03,Yes
1546,System_5,NIST,High,Login Failure,2025-05-05 04:45:27,No
1547,System_4,NIST,Low,Policy Breach,2025-04-11 13:38:39,Yes
1548,System_2,CMMC,Low,Login Failure,2025-04-28 09:52:39,Yes
1549,System_1,NIST,High,Unauthorized Device,2025-01-23 05:14:09,No
1550,System_2,CMMC,Low,Policy Breach,2025-02-05 01:27:50,No
1551,System_1,GDPR,Low,Login Failure,2025-01-15 11:59:43,Yes
1552,System_2,NIST,Low,Login Failure,2025-05-04 12:56:16,No
1553,System_1,CMMC,High,Unauthorized Device,2025-01-29 14:52:33,Yes
1554,System_5,CMMC,Low,Policy Breach,2025-04-05 18:02:07,No
1555,System_2,GDPR,High,Data Leak,2025-03-01 06:12:43,Yes
1556,System_1,CMMC,Medium,Policy Breach,2025-04-02 18:25:48,Yes
1557,System_2,CMMC,Medium,Login Failure,2025-03-26 04:25:13,Yes
1558,System_3,CMMC,Medium,Access Violation,2025-05-25 02:09:44,Yes
1559,System_1,CMMC,High,Data Leak,2025-01-04 08:10:12,No
1560,System_5,CMMC,Low,Unauthorized Device,2025-04-24 14:00:26,No
1561,System_5,GDPR,High,Login Failure,2025-02-07 07:46:00,No
1562,System_1,CMMC,High,Data Leak,2025-03-17 14:23:59,No
1563,System_1,GDPR,High,Access Violation,2025-01-10 17:51:12,No
1564,System_5,NIST,High,Access Violation,2025-04-14 17:10:11,Yes
1565,System_4,NIST,Medium,Login Failure,2025-02-01 09:25:02,Yes
1566,System_4,CMMC,High,Policy Breach,2025-01-07 12:20:44,No
1567,System_3,GDPR,High,Policy Breach,2025-01-16 20:11:37,Yes
1568,System_1,CMMC,Medium,Data Leak,2025-01-10 02:45:43,Yes
1569,System_1,NIST,High,Unauthorized Device,2025-01-30 09:27:57,Yes
1570,System_2,GDPR,Low,Login Failure,2025-03-19 09:44:59,Yes
1571,System_2,CMMC,Low,Policy Breach,2025-01-05 12:57:00,No
1572,System_1,CMMC,Low,Login Failure,2025-05-16 13:21:09,No
1573,System_2,NIST,Low,Login Failure,2025-02-07 19:40:19,Yes
1574,System_4,CMMC,Medium,Login Failure,2025-03-03 15:45:45,No
1575,System_1,GDPR,Medium,Data Leak,2025-02-07 23:40:26,Yes
1576,System_4,GDPR,Low,Policy Breach,2025-02-16 14:57:58,Yes
1577,System_2,NIST,High,Unauthorized Device,2025-02-06 23:46:17,No
1578,System_4,NIST,Low,Access Violation,2025-01-14 00:13:49,No
1579,System_4,NIST,High,Policy Breach,2025-01-11 00:30:22,Yes
1580,System_1,NIST,Medium,Unauthorized Device,2025-05-22 13:14:09,No
1581,System_3,CMMC,High,Login Failure,2025-03-26 13:27:08,Yes
1582,System_5,NIST,Low,Policy Breach,2025-03-13 09:52:40,No
1583,System_4,GDPR,High,Access Violation,2025-05-17 08:10:02,Yes
1584,System_5,GDPR,High,Policy Breach,2025-03-04 12:23:05,No
1585,System_1,GDPR,High,Login Failure,2025-04-12 12:54:20,No
1586,System_2,NIST,Low,Access Violation,2025-04-25 11:45:15,No
1587,System_1,GDPR,Low,Unauthorized Device,2025-02-22 23:28:33,No
1588,System_5,GDPR,Low,Policy Breach,2025-05-07 03:55:46,No
1589,System_1,GDPR,Low,Access Violation,2025-02-02 05:46:24,No
1590,System_3,CMMC,Medium,Login Failure,2025-03-06 19:31:30,No
1591,System_4,GDPR,High,Access Violation,2025-04-25 08:33:20,Yes
1592,System_3,NIST,High,Unauthorized Device,2025-03-25 01:30:37,No
1593,System_2,NIST,Low,Unauthorized Device,2025-05-16 09:59:47,No
1594,System_3,CMMC,High,Policy Breach,2025-03-18 06:24:17,No
1595,System_5,NIST,Medium,Policy Breach,2025-03-09 23:25:22,Yes
1596,System_5,NIST,High,Unauthorized Device,2025-03-30 20:30:46,No
1597,System_5,GDPR,Low,Unauthorized Device,2025-05-21 23:04:37,Yes
1598,System_1,GDPR,High,Login Failure,2025-04-26 02:11:37,Yes
1599,System_4,NIST,Low,Login Failure,2025-05-01 04:13:50,No
1600,System_3,CMMC,High,Data Leak,2025-03-21 00:49:30,No
1601,System_2,CMMC,Low,Policy Breach,2025-03-25 06:33:43,Yes
1602,System_1,GDPR,Low,Data Leak,2025-03-12 08:38:20,No
1603,System_1,NIST,High,Data Leak,2025-04-08 02:14:58,Yes
1604,System_5,CMMC,Low,Login Failure,2025-02-18 19:31:07,No
1605,System_5,CMMC,High,Login Failure,2025-04-23 07:42:24,Yes
1606,System_2,CMMC,Medium,Access Violation,2025-04-11 19:54:30,Yes
1607,System_4,NIST,High,Unauthorized Device,2025-03-30 07:12:29,No
1608,System_4,NIST,Medium,Policy Breach,2025-01-09 16:38:56,No
1609,System_5,CMMC,High,Login Failure,2025-02-06 22:01:35,Yes
1610,System_1,GDPR,Low,Data Leak,2025-04-07 08:38:36,Yes
1611,System_4,CMMC,Low,Access Violation,2025-05-04 12:22:07,No
1612,System_5,GDPR,Low,Access Violation,2025-04-28 16:05:29,No
1613,System_4,GDPR,Medium,Login Failure,2025-05-06 01:12:35,No
1614,System_2,GDPR,Low,Policy Breach,2025-04-09 01:25:29,Yes
1615,System_2,GDPR,High,Policy Breach,2025-01-11 20:55:40,No
1616,System_5,NIST,Low,Policy Breach,2025-01-08 11:53:12,Yes
1617,System_2,CMMC,Low,Unauthorized Device,2025-05-06 10:00:35,Yes
1618,System_2,GDPR,High,Data Leak,2025-03-17 15:21:53,No
1619,System_2,NIST,High,Data Leak,2025-03-01 17:32:37,No
1620,System_3,GDPR,Low,Policy Breach,2025-05-14 12:45:33,No
1621,System_2,NIST,High,Policy Breach,2025-01-22 16:13:05,No
1622,System_3,GDPR,Medium,Login Failure,2025-01-19 16:38:22,Yes
1623,System_3,NIST,Low,Login Failure,2025-03-15 01:37:09,No
1624,System_5,GDPR,Medium,Unauthorized Device,2025-04-14 20:15:29,Yes
1625,System_3,CMMC,Low,Data Leak,2025-03-15 23:30:51,Yes
1626,System_1,GDPR,High,Policy Breach,2025-03-26 11:33:39,Yes
1627,System_4,GDPR,High,Data Leak,2025-04-17 14:28:20,Yes
1628,System_5,CMMC,High,Access Violation,2025-01-17 17:50:37,No
1629,System_3,NIST,Low,Access Violation,2025-02-13 20:33:54,Yes
1630,System_1,CMMC,Medium,Policy Breach,2025-04-18 17:00:47,Yes
1631,System_1,CMMC,High,Access Violation,2025-02-07 23:28:06,Yes
1632,System_5,NIST,Low,Data Leak,2025-03-19 03:22:32,Yes
1633,System_5,CMMC,Medium,Login Failure,2025-02-07 22:52:42,Yes
1634,System_3,CMMC,Medium,Data Leak,2025-05-25 07:58:04,No
1635,System_4,CMMC,Medium,Data Leak,2025-05-21 04:54:46,No
1636,System_4,GDPR,Low,Policy Breach,2025-01-28 23:25:10,No
1637,System_3,GDPR,Low,Unauthorized Device,2025-04-27 22:50:11,Yes
1638,System_3,NIST,Medium,Access Violation,2025-04-29 18:00:52,No
1639,System_3,GDPR,High,Policy Breach,2025-04-02 20:22:04,No
1640,System_2,NIST,Low,Policy Breach,2025-05-09 07:17:23,Yes
1641,System_2,CMMC,Medium,Login Failure,2025-03-23 21:10:42,No
1642,System_2,GDPR,High,Login Failure,2025-04-01 16:18:40,Yes
1643,System_1,NIST,High,Unauthorized Device,2025-05-09 15:29:35,No
1644,System_5,CMMC,High,Login Failure,2025-04-03 13:33:42,Yes
1645,System_2,GDPR,Low,Data Leak,2025-04-15 04:48:43,Yes
1646,System_1,NIST,Low,Data Leak,2025-04-08 06:17:53,No
1647,System_5,CMMC,Medium,Data Leak,2025-03-31 05:25:30,No
1648,System_5,GDPR,High,Access Violation,2025-01-16 09:27:34,Yes
1649,System_3,NIST,Low,Login Failure,2025-01-25 06:24:45,No
1650,System_1,NIST,High,Login Failure,2025-01-20 11:07:41,No
1651,System_1,GDPR,Low,Unauthorized Device,2025-02-28 05:06:50,No
1652,System_4,GDPR,High,Data Leak,2025-04-20 10:10:42,No
1653,System_3,NIST,High,Policy Breach,2025-01-31 09:14:22,No
1654,System_3,NIST,High,Unauthorized Device,2025-01-30 11:37:05,Yes
1655,System_1,GDPR,Low,Unauthorized Device,2025-04-02 09:32:18,No
1656,System_4,CMMC,High,Data Leak,2025-05-06 21:16:52,No
1657,System_5,NIST,High,Policy Breach,2025-01-29 17:58:13,No
1658,System_2,NIST,Low,Login Failure,2025-03-23 20:38:11,Yes
1659,System_2,NIST,Medium,Login Failure,2025-05-16 19:02:22,No
1660,System_5,CMMC,Low,Data Leak,2025-04-18 03:17:03,Yes
1661,System_4,CMMC,High,Data Leak,2025-01-14 14:52:22,No
1662,System_2,GDPR,Medium,Access Violation,2025-02-17 23:46:49,Yes
1663,System_1,GDPR,Medium,Access Violation,2025-04-20 21:23:46,Yes
1664,System_5,GDPR,Medium,Data Leak,2025-02-27 08:48:52,No
1665,System_1,CMMC,Low,Data Leak,2025-01-29 19:50:53,No
1666,System_3,NIST,Low,Access Violation,2025-04-14 14:28:04,Yes
1667,System_1,NIST,High,Access Violation,2025-05-25 20:46:10,Yes
1668,System_5,NIST,Low,Login Failure,2025-01-01 13:41:30,Yes
1669,System_2,GDPR,High,Unauthorized Device,2025-02-14 19:49:11,Yes
1670,System_2,NIST,Medium,Login Failure,2025-02-13 17:58:50,Yes
1671,System_2,NIST,Low,Policy Breach,2025-05-13 19:42:14,Yes
1672,System_4,GDPR,Low,Policy Breach,2025-02-28 02:10:12,Yes
1673,System_1,NIST,Low,Unauthorized Device,2025-01-12 01:13:33,Yes
1674,System_2,GDPR,High,Policy Breach,2025-04-05 19:50:37,Yes
1675,System_1,CMMC,Medium,Policy Breach,2025-04-17 06:23:00,No
1676,System_2,GDPR,High,Policy Breach,2025-01-05 09:06:37,Yes
1677,System_4,GDPR,Low,Unauthorized Device,2025-02-15 06:14:41,No
1678,System_4,CMMC,Low,Access Violation,2025-03-21 16:27:42,Yes
1679,System_2,CMMC,Low,Access Violation,2025-05-22 04:48:47,Yes
1680,System_3,CMMC,High,Unauthorized Device,2025-01-20 08:33:13,No
1681,System_5,CMMC,Medium,Data Leak,2025-04-14 14:53:59,No
1682,System_4,GDPR,High,Unauthorized Device,2025-05-21 09:12:40,No
1683,System_4,NIST,Medium,Data Leak,2025-03-12 01:03:20,Yes
1684,System_2,CMMC,Medium,Access Violation,2025-02-19 12:52:53,Yes
1685,System_4,NIST,Medium,Unauthorized Device,2025-01-02 17:37:21,Yes
1686,System_1,GDPR,High,Policy Breach,2025-05-24 11:25:06,Yes
1687,System_3,NIST,Low,Login Failure,2025-01-10 09:31:10,Yes
1688,System_1,NIST,Low,Access Violation,2025-04-18 21:47:41,Yes
1689,System_3,NIST,Low,Data Leak,2025-01-25 13:51:53,No
1690,System_3,GDPR,High,Login Failure,2025-03-03 13:47:19,Yes
1691,System_1,CMMC,Low,Login Failure,2025-03-24 20:31:24,Yes
1692,System_1,GDPR,High,Login Failure,2025-05-18 16:15:53,Yes
1693,System_5,GDPR,High,Policy Breach,2025-05-20 22:06:04,Yes
1694,System_2,GDPR,Low,Access Violation,2025-04-02 04:29:22,No
1695,System_1,NIST,High,Access Violation,2025-03-16 11:24:44,Yes
1696,System_5,NIST,High,Unauthorized Device,2025-03-13 11:48:28,No
1697,System_5,CMMC,Medium,Access Violation,2025-02-20 09:44:42,No
1698,System_3,NIST,Medium,Data Leak,2025-03-29 00:54:47,No
1699,System_4,NIST,High,Data Leak,2025-03-25 22:04:33,No
1700,System_2,GDPR,Low,Policy Breach,2025-01-09 18:49:52,No
1701,System_1,NIST,High,Policy Breach,2025-03-22 08:20:13,Yes
1702,System_3,CMMC,Low,Policy Breach,2025-04-06 22:58:06,Yes
1703,System_3,GDPR,High,Login Failure,2025-02-14 09:41:14,Yes
1704,System_1,GDPR,High,Policy Breach,2025-01-21 05:47:05,No
1705,System_4,GDPR,Low,Access Violation,2025-05-13 07:18:00,Yes
1706,System_1,NIST,Low,Unauthorized Device,2025-05-11 17:29:44,Yes
1707,System_3,CMMC,Medium,Unauthorized Device,2025-04-27 21:05:50,No
1708,System_1,GDPR,High,Policy Breach,2025-04-27 17:28:11,No
1709,System_5,GDPR,Medium,Unauthorized Device,2025-05-07 20:31:51,No
1710,System_4,CMMC,Low,Unauthorized Device,2025-04-06 07:49:44,Yes
1711,System_3,NIST,Medium,Login Failure,2025-02-05 15:38:35,Yes
1712,System_4,GDPR,Low,Policy Breach,2025-01-22 04:52:52,Yes
1713,System_2,GDPR,Low,Data Leak,2025-04-04 12:35:02,No
1714,System_3,GDPR,Medium,Policy Breach,2025-02-17 10:36:21,No
1715,System_1,NIST,Low,Access Violation,2025-03-11 08:26:44,Yes
1716,System_5,CMMC,Medium,Access Violation,2025-05-04 02:11:50,No
1717,System_3,CMMC,Low,Data Leak,2025-04-04 12:52:12,No
1718,System_2,GDPR,High,Unauthorized Device,2025-02-27 23:23:53,No
1719,System_5,CMMC,High,Access Violation,2025-04-20 16:51:23,No
1720,System_1,CMMC,Medium,Data Leak,2025-04-06 07:29:24,No
1721,System_3,NIST,Medium,Unauthorized Device,2025-03-03 15:10:20,Yes
1722,System_3,NIST,Low,Access Violation,2025-02-07 13:46:02,Yes
1723,System_1,CMMC,Medium,Login Failure,2025-04-04 21:10:25,Yes
1724,System_1,GDPR,Low,Access Violation,2025-05-24 22:56:04,Yes
1725,System_4,CMMC,Medium,Unauthorized Device,2025-02-09 09:44:45,No
1726,System_5,NIST,Low,Login Failure,2025-01-03 09:36:58,No
1727,System_3,NIST,Medium,Access Violation,2025-02-14 11:58:26,Yes
1728,System_2,CMMC,Low,Data Leak,2025-02-03 03:08:16,Yes
1729,System_2,CMMC,High,Policy Breach,2025-03-05 16:17:12,Yes
1730,System_1,CMMC,Low,Access Violation,2025-05-10 07:11:31,Yes
1731,System_5,CMMC,Low,Unauthorized Device,2025-05-02 12:58:08,Yes
1732,System_2,GDPR,Medium,Policy Breach,2025-04-30 06:35:34,No
1733,System_4,NIST,High,Data Leak,2025-02-23 20:18:46,Yes
1734,System_3,NIST,Medium,Access Violation,2025-03-17 10:15:54,No
1735,System_5,CMMC,Medium,Policy Breach,2025-01-26 17:09:48,No
1736,System_1,GDPR,Medium,Login Failure,2025-01-22 05:20:33,No
1737,System_2,CMMC,Medium,Unauthorized Device,2025-04-08 05:14:44,Yes
1738,System_2,GDPR,High,Login Failure,2025-04-26 08:16:56,No
1739,System_5,NIST,Medium,Access Violation,2025-02-25 19:10:01,No
1740,System_5,CMMC,Low,Login Failure,2025-03-17 01:16:58,Yes
1741,System_4,CMMC,Low,Policy Breach,2025-05-12 23:12:31,Yes
1742,System_5,NIST,Low,Unauthorized Device,2025-01-15 14:33:28,No
1743,System_3,NIST,Low,Access Violation,2025-02-04 01:33:12,Yes
1744,System_1,CMMC,Medium,Access Violation,2025-04-21 16:53:50,No
1745,System_3,CMMC,Low,Access Violation,2025-02-03 20:23:48,Yes
1746,System_2,NIST,Low,Login Failure,2025-05-13 07:08:47,Yes
1747,System_3,CMMC,Low,Access Violation,2025-05-10 20:49:30,Yes
1748,System_1,NIST,Low,Unauthorized Device,2025-02-14 10:39:21,No
1749,System_3,GDPR,Medium,Data Leak,2025-05-02 20:48:59,No
1750,System_2,CMMC,Low,Login Failure,2025-01-24 20:50:11,Yes
1751,System_3,CMMC,Medium,Policy Breach,2025-01-25 19:53:58,Yes
1752,System_2,CMMC,Medium,Access Violation,2025-04-10 19:55:50,No
1753,System_4,GDPR,Low,Data Leak,2025-05-13 17:10:57,No
1754,System_4,NIST,High,Access Violation,2025-05-25 03:37:28,No
1755,System_4,CMMC,High,Login Failure,2025-05-05 22:00:29,Yes
1756,System_3,NIST,Low,Policy Breach,2025-03-29 21:47:29,No
1757,System_2,NIST,High,Login Failure,2025-05-12 21:30:33,No
1758,System_4,GDPR,High,Data Leak,2025-03-22 00:16:56,Yes
1759,System_2,NIST,Medium,Access Violation,2025-04-19 09:31:25,Yes
1760,System_3,NIST,Low,Data Leak,2025-05-13 07:40:42,Yes
1761,System_2,CMMC,Low,Login Failure,2025-01-07 07:32:24,No
1762,System_2,NIST,Medium,Data Leak,2025-05-13 23:15:43,No
1763,System_3,GDPR,Medium,Unauthorized Device,2025-04-28 08:28:00,No
1764,System_1,NIST,Low,Policy Breach,2025-04-26 14:28:26,Yes
1765,System_4,GDPR,High,Unauthorized Device,2025-05-10 14:53:43,Yes
1766,System_5,NIST,Low,Data Leak,2025-02-16 03:54:28,Yes
1767,System_1,CMMC,Medium,Login Failure,2025-05-13 08:58:40,No
1768,System_1,CMMC,Medium,Policy Breach,2025-01-29 15:37:03,No
1769,System_5,GDPR,Low,Login Failure,2025-05-24 12:41:14,No
1770,System_4,NIST,Low,Unauthorized Device,2025-01-20 07:52:39,No
1771,System_1,NIST,Low,Policy Breach,2025-04-27 20:48:09,Yes
1772,System_3,GDPR,Low,Access Violation,2025-05-02 09:22:18,No
1773,System_1,CMMC,High,Unauthorized Device,2025-03-02 00:41:59,No
1774,System_2,NIST,Medium,Policy Breach,2025-04-15 10:26:24,Yes
1775,System_5,GDPR,Low,Access Violation,2025-05-12 16:03:44,No
1776,System_5,CMMC,Low,Unauthorized Device,2025-04-21 20:04:10,Yes
1777,System_1,CMMC,Low,Login Failure,2025-04-16 05:44:30,No
1778,System_3,CMMC,High,Unauthorized Device,2025-03-28 03:39:34,Yes
1779,System_4,GDPR,Medium,Login Failure,2025-05-13 08:59:14,Yes
1780,System_5,GDPR,Medium,Policy Breach,2025-01-19 15:48:57,No
1781,System_5,GDPR,Low,Login Failure,2025-03-29 01:09:42,Yes
1782,System_2,CMMC,Low,Login Failure,2025-04-08 04:56:02,Yes
1783,System_3,NIST,Medium,Data Leak,2025-01-19 15:31:09,Yes
